UF,idade,anosest,rendtrabprinc
43,41,16,5000
41,39,16,13000
15,28,16,3000
16,40,16,3000
52,38,16,15000
13,39,16,1100
33,35,16,24000
43,46,16,1000
53,43,16,27000
42,31,16,10000
27,41,16,3500
43,35,16,1000
32,38,16,12000
50,41,16,550
23,34,16,4500
42,45,16,1100
43,51,16,6000
41,46,16,20000
23,41,16,2000
53,54,16,30000
35,38,16,5000
41,52,16,4000
41,40,16,4500
31,41,16,2000
12,46,16,25000
26,27,16,10000
21,45,16,3300
41,38,16,6000
35,56,16,4000
35,46,16,8500
52,52,16,3000
53,27,16,1500
41,27,16,5000
43,45,16,4000
26,40,16,5500
43,41,16,14000
31,27,16,3250
33,36,16,20000
53,32,16,15000
32,44,16,9500
41,34,16,5000
43,56,16,14000
43,54,16,3000
33,47,16,5000
13,35,16,1500
41,39,16,5000
27,26,16,3500
31,33,16,1800
24,33,16,7700
50,39,16,1000
53,33,16,6800
33,34,16,10000
33,56,16,20000
15,30,16,4000
50,48,16,14000
41,43,16,5000
33,56,16,6000
41,28,16,2000
23,50,16,5000
17,37,16,3000
50,47,16,10000
43,48,16,12000
24,25,16,1600
15,37,16,500
32,41,16,12000
53,39,16,8000
35,45,16,30000
42,48,16,27000
35,38,16,16000
23,36,16,4000
33,50,16,5000
28,56,16,5000
53,45,16,18000
17,45,16,3100
53,45,16,27000
43,41,16,15000
43,43,16,15000
22,29,16,1100
53,29,16,2500
17,36,16,3000
35,34,16,10000
22,32,16,4000
35,29,16,6500
41,33,16,2200
53,34,16,2000
23,46,16,18000
33,42,16,950
26,44,16,55000
50,45,16,4000
33,44,16,11000
52,33,16,1500
35,43,16,20000
51,50,16,15000
32,51,16,9000
33,40,16,4000
43,41,16,3000
53,26,16,4000
52,39,16,16000
32,51,16,11000
43,38,16,3600
51,42,16,12000
35,49,16,22000
33,38,16,2000
32,44,16,15000
32,32,16,3000
33,25,16,4000
43,38,16,1500
50,52,16,20000
33,46,16,35000
27,57,16,3600
32,51,16,5000
26,44,16,3000
33,56,16,6000
43,52,16,10000
43,33,16,5500
16,30,16,3000
43,48,16,4500
53,58,16,8000
33,35,16,4400
53,50,16,6000
53,55,16,2000
43,53,16,2500
33,27,16,3000
35,33,16,3000
43,43,16,15000
53,25,16,2000
11,45,16,18000
53,25,16,1200
53,39,16,4500
35,37,16,30000
53,29,16,3000
17,53,16,2700
24,44,16,15000
53,32,16,13000
35,43,16,25000
35,28,16,8000
32,35,16,1000
33,55,16,18000
53,27,16,5000
35,50,16,9500
50,44,16,6000
17,36,16,4000
24,32,16,2500
33,39,16,15000
43,38,16,2000
24,42,16,15000
16,46,16,4800
53,34,16,4000
33,56,16,12000
53,51,16,23000
28,50,16,24000
24,35,16,5000
15,36,16,18000
42,49,16,3700
43,41,16,3000
33,42,16,4000
53,35,16,20000
43,58,16,60000
33,43,16,12000
33,36,16,10000
52,41,16,10000
41,35,16,20000
27,29,16,7500
53,45,16,15000
50,37,16,5000
33,37,16,3000
13,34,16,6000
43,40,16,4000
31,46,16,11000
33,44,16,20000
33,51,16,4000
31,25,16,2600
52,47,16,8111
15,42,16,8000
33,59,16,9000
51,46,16,5000
15,44,16,8000
52,49,16,2000
15,57,16,18000
43,39,16,9000
25,56,16,12000
28,57,16,9200
21,32,16,3165
33,48,12,2500
16,58,16,6000
35,42,16,2800
13,41,16,2200
43,44,16,9000
29,33,16,7700
12,57,12,2000
35,50,15,5000
31,52,16,2000
21,26,13,1200
33,33,16,4800
25,35,16,10000
41,58,16,5000
12,32,16,8000
35,42,16,7500
13,31,16,3300
41,44,16,10000
24,29,16,1200
33,54,16,1000
53,28,16,2000
53,32,16,3000
32,33,16,3000
12,48,16,2000
43,49,16,10000
35,37,16,2500
53,49,16,12000
31,45,16,5674
27,54,16,1500
43,57,16,2700
13,30,12,600
33,47,16,3000
23,49,16,2100
29,56,16,20000
52,46,16,6000
31,41,16,6000
50,53,16,13000
12,35,15,2500
13,54,9,1100
35,55,16,30000
23,36,16,4700
35,47,16,55000
29,47,16,8000
31,30,16,1500
29,51,16,1100
50,38,15,2000
33,56,16,3000
43,44,16,15000
13,57,16,4500
11,44,16,1200
22,56,16,1600
52,40,16,1100
21,59,16,3000
32,31,16,2500
15,47,12,7000
14,31,16,2000
41,54,16,5000
42,55,16,4000
53,39,16,5000
33,51,16,6000
14,26,16,3000
17,46,16,3500
33,28,16,4000
29,48,16,3000
53,57,16,8000
12,34,15,2500
33,56,16,9000
14,50,16,3500
35,38,12,2230
35,28,16,4830
31,40,16,15000
33,30,16,700
12,33,15,1300
15,41,16,2700
15,50,16,2750
43,42,16,2000
43,30,16,3000
13,49,16,10000
22,52,16,5200
43,34,16,2600
27,34,16,2500
33,42,16,3000
21,38,16,2400
16,51,16,4000
26,48,16,2000
53,38,16,7000
14,30,16,4000
24,53,16,1100
13,36,12,600
53,34,16,2200
29,38,16,4200
33,41,16,2000
51,54,16,4000
35,59,16,11000
17,40,16,2200
50,26,16,1100
52,30,16,5500
12,39,16,6000
21,27,16,3500
23,25,16,2500
22,49,16,1500
33,25,16,9000
52,42,16,3300
33,33,16,5000
33,45,14,3600
52,34,16,3500
53,35,16,6000
33,52,16,3000
22,49,16,2000
24,29,16,4400
27,38,16,4000
13,52,16,5000
32,54,16,8000
31,54,16,3100
31,57,16,12000
43,51,16,4000
27,36,16,5000
50,58,16,3000
33,49,16,3500
29,32,16,4000
52,51,16,3000
35,53,16,1000
33,44,16,4000
25,49,16,1500
29,28,16,5000
13,43,16,4000
42,50,16,10000
26,56,16,5500
52,55,16,14000
21,45,16,3100
11,28,16,2000
23,28,16,2500
32,34,16,2000
41,36,16,2000
35,41,16,7000
41,32,16,3000
52,31,16,1200
52,50,16,1800
42,41,16,8000
27,46,16,1100
25,44,16,10000
33,54,16,1100
31,27,16,1000
41,34,16,8000
53,30,16,2500
27,33,16,2500
52,42,16,3000
35,57,16,8000
50,38,16,4500
23,54,16,3500
52,42,16,7000
51,54,16,5000
35,26,16,1500
52,25,16,3500
50,29,16,3250
53,44,16,10000
53,34,16,8000
12,50,16,2000
33,36,16,3000
31,58,16,6000
42,42,16,5000
24,34,16,2000
33,56,16,3000
32,47,16,3400
31,25,16,2000
31,59,16,15000
29,50,16,2200
27,26,16,1100
33,33,16,1500
50,54,16,3000
33,46,16,1500
26,36,16,1000
22,58,16,1900
17,45,15,3500
41,26,16,2000
11,46,16,5000
22,30,16,3000
14,40,16,5000
33,38,16,4000
32,46,16,400
29,36,16,8000
28,52,16,1600
29,34,16,3500
53,37,16,4000
53,42,16,2000
53,53,12,10000
12,52,6,500
43,50,14,3500
22,37,16,2500
27,37,16,3200
53,34,16,1000
33,33,16,4000
43,39,16,4500
33,53,16,3000
25,56,16,3537
13,47,16,6000
21,48,16,1100
12,39,16,4500
23,54,16,600
43,34,16,8230
11,30,16,2000
29,42,16,3800
41,51,16,3000
29,51,16,1100
28,58,16,1500
31,48,16,5000
26,32,16,1800
23,33,16,3800
52,45,16,1800
12,54,16,8000
35,37,16,3500
33,40,16,2000
32,26,16,1200
33,52,16,5000
35,56,12,2000
35,34,16,600
35,43,14,5000
32,43,16,2600
33,52,16,7000
26,49,16,7000
13,45,16,1800
43,27,16,7000
33,38,16,6000
35,34,16,3200
33,39,16,7000
12,49,16,2000
35,56,16,4000
33,34,16,2500
32,55,16,10000
31,41,16,800
21,29,16,2500
32,54,16,3300
33,38,16,2500
41,32,16,5000
35,58,16,80000
31,36,16,3500
23,39,16,3000
35,32,16,12000
32,27,16,5000
33,42,16,3000
33,44,16,2200
35,54,16,24000
33,59,16,1000
33,42,16,1473
41,40,16,10000
32,56,16,3000
33,43,9,1200
35,41,16,2500
32,28,16,300
52,40,16,1500
33,52,16,10000
31,47,16,1500
29,47,16,1100
33,48,16,11500
12,26,16,1200
31,28,16,5000
31,29,16,2000
52,44,16,2000
35,38,16,6300
31,34,16,2000
41,32,16,3000
29,38,16,7000
35,45,16,5000
33,37,16,4500
35,29,16,4000
41,41,16,8000
11,45,16,4000
13,44,16,5000
16,33,16,3000
35,56,16,10000
26,43,16,10000
35,31,16,1000
15,43,16,3000
33,53,16,3000
35,40,16,20000
43,49,16,1200
29,39,16,2200
33,40,16,1600
33,47,16,5000
23,29,16,2500
33,53,16,5000
33,40,16,2000
32,54,16,6000
12,36,16,4500
35,45,16,7000
53,42,16,4800
33,46,16,6000
33,47,16,5500
32,33,16,3000
26,56,16,2000
33,43,16,1100
51,52,16,4000
35,48,16,10000
22,53,16,1300
33,49,16,2200
33,37,16,5000
22,26,16,1600
26,25,16,2000
32,30,16,3000
33,52,9,2000
41,30,16,3200
53,33,16,6500
33,39,16,4000
35,55,14,3000
42,40,16,10000
23,54,16,4400
13,51,16,3950
41,57,9,4000
33,45,16,4000
25,59,16,1500
21,25,15,2000
32,52,16,2000
15,57,16,15000
25,32,16,1200
42,44,13,2000
51,40,16,900
13,58,16,3000
35,53,16,5000
11,39,14,2000
21,32,16,1100
11,45,14,3000
53,26,16,4000
42,39,16,3800
15,32,16,1600
42,52,13,2500
52,58,16,7000
27,37,16,2800
41,43,16,8000
53,29,16,8000
33,54,16,3500
50,51,16,5000
33,44,16,2000
29,29,16,2000
13,44,16,3000
43,42,16,9500
43,31,16,2000
26,27,16,400
35,56,15,5000
43,57,16,4000
33,50,16,2000
31,28,16,7000
35,52,16,18000
53,55,16,1500
16,42,16,4400
33,34,16,2000
41,48,16,3135
28,47,16,2450
53,31,16,6500
25,37,16,3200
43,34,16,1300
28,28,16,2500
25,25,12,1500
43,35,16,12000
31,57,16,10000
14,29,16,3500
53,38,16,10300
13,53,16,8000
35,53,16,5000
42,45,16,4000
33,41,16,400
35,47,16,6000
53,28,15,1800
41,37,16,100
52,27,16,2500
41,42,16,15000
35,43,16,2000
53,30,16,4000
43,47,16,6400
32,51,16,11600
12,47,16,2300
29,38,16,4000
53,50,16,1200
50,42,16,4500
43,30,15,2000
52,28,16,2000
53,38,16,5000
35,30,16,5000
35,53,16,1700
52,47,16,3000
33,34,16,2500
53,52,16,7000
50,38,16,4000
29,50,16,6000
11,33,16,7000
35,29,16,5000
22,27,16,1100
12,56,12,5000
27,37,16,3500
50,47,16,2800
11,37,16,2000
35,51,13,3000
28,54,16,4500
42,45,16,13000
35,35,16,10000
33,29,16,1000
53,31,16,1100
17,37,16,4500
35,54,16,10000
32,38,16,3000
52,34,16,5000
53,57,16,15000
53,56,16,2800
33,32,12,900
35,25,16,9000
53,25,16,13000
29,38,16,4000
43,40,16,1800
53,48,16,10000
26,40,16,8000
23,57,9,1100
23,27,16,2500
52,56,16,15000
43,37,16,2500
53,29,16,8000
25,58,16,2000
35,30,16,5500
27,49,12,2500
15,36,16,6500
50,43,14,3000
41,38,13,1200
33,58,16,10000
42,25,14,1000
14,43,16,1400
33,33,13,4800
17,28,14,2500
35,32,16,5000
31,28,16,6200
35,27,16,3500
11,43,16,4000
15,47,16,3000
35,50,16,11000
33,37,16,2600
53,46,16,30000
42,43,16,4500
35,44,16,19000
53,27,16,2500
43,29,14,3000
33,38,16,6000
16,36,16,2200
27,39,16,7000
31,30,16,5000
33,25,14,1000
35,35,14,3200
22,54,12,2200
35,50,16,6000
22,42,16,3000
23,35,16,7100
21,26,15,400
35,26,16,2000
53,29,16,3060
13,39,12,1100
35,25,16,400
35,43,16,7500
26,37,16,5000
41,58,16,2500
12,32,16,2000
41,40,16,1300
12,38,16,3000
35,43,16,128000
33,59,16,4400
33,25,15,1500
31,33,12,1600
35,31,16,9000
43,27,16,1800
35,54,16,2000
13,25,13,1500
13,32,16,2200
23,45,16,3000
28,43,16,9000
23,57,16,3000
29,36,16,4000
28,52,16,2500
35,45,14,4700
53,31,16,1100
31,26,16,5200
21,59,16,5000
27,44,16,4000
15,40,16,1500
50,28,14,3500
33,32,15,4000
50,39,13,2000
33,26,16,1000
52,32,16,2500
33,54,16,15000
22,29,16,2020
12,46,16,6000
33,58,12,1100
33,32,16,15000
31,34,16,3000
33,34,16,4000
42,31,16,4500
53,38,16,21000
33,56,16,4000
28,48,16,6000
53,33,16,3000
35,28,16,7500
35,56,13,3000
35,31,12,1200
43,37,16,10500
23,26,16,1800
35,40,16,4000
33,45,16,3000
33,38,12,1800
42,39,16,3000
43,27,16,2400
33,43,9,3000
13,55,16,10000
35,40,12,12000
13,29,16,6000
33,36,16,1500
28,39,16,5000
35,36,16,6000
35,30,16,6000
33,51,16,900
33,48,16,12000
35,26,16,3000
42,37,16,5000
43,47,16,4300
53,30,15,2100
33,25,16,550
28,40,16,2000
12,36,15,1000
35,33,16,8000
31,35,16,3000
42,30,16,4000
43,25,15,1100
53,48,16,1500
42,55,16,4000
31,50,12,600
53,33,16,6000
12,35,16,5000
33,30,16,9000
29,26,16,2000
29,44,16,8000
53,26,16,6500
33,56,16,7000
12,33,16,2250
27,38,16,4400
13,27,16,2000
43,43,16,3000
35,46,14,4500
43,26,16,3000
53,25,12,800
35,42,16,3000
24,40,16,10000
12,31,15,1000
53,43,16,14000
43,26,16,3000
51,38,14,2300
33,28,16,2000
32,47,12,1500
33,39,12,2500
24,32,12,1600
33,48,13,1000
27,29,15,1600
14,50,15,2000
14,37,12,2500
31,37,16,1500
32,57,12,3500
25,59,12,1500
33,35,12,1100
13,32,13,2000
33,41,16,15000
35,35,13,4500
15,31,16,1000
21,25,16,1700
14,27,11,100
13,38,10,300
13,47,15,2000
50,27,16,2500
33,35,16,8000
33,25,11,2000
11,27,16,2000
29,38,12,1200
50,37,13,2500
33,54,16,4000
52,48,10,1000
35,28,16,1100
31,26,15,5500
25,33,16,2500
16,56,16,2300
23,26,14,1200
33,55,13,3000
17,33,12,2000
14,28,0,3000
26,59,14,1500
24,48,15,5000
42,46,12,2000
33,51,7,2000
13,38,14,1500
35,39,13,2000
33,35,14,17000
23,37,12,120
41,26,16,1000
27,28,12,3000
25,25,12,1100
24,55,12,2200
33,28,14,4000
35,31,13,6500
35,41,16,6000
35,40,16,15000
11,43,12,1000
28,48,11,1200
27,47,4,1600
24,36,12,1300
24,52,12,1600
53,57,15,2000
33,32,16,2000
33,34,12,2700
33,29,16,2500
35,44,12,18000
13,39,14,1100
33,35,16,2000
33,29,14,1500
33,29,16,3500
15,27,13,1400
33,44,14,6500
31,37,16,1500
33,56,13,2500
22,36,12,2000
43,54,16,2000
35,31,16,4500
35,37,16,11000
52,41,16,3300
35,25,12,3000
33,39,16,2200
41,35,12,100
13,35,14,1500
35,32,15,3000
32,43,9,4200
32,28,16,1200
31,35,12,1500
33,35,12,3000
24,26,16,1100
15,26,16,1100
33,41,16,950
33,31,13,3000
33,55,16,1500
35,47,16,10000
33,37,16,2700
51,51,11,3000
24,51,12,1000
33,40,16,16500
35,56,9,2000
35,34,15,3000
41,27,13,600
35,33,16,3000
41,34,16,100
42,32,16,1800
35,35,16,3200
33,36,14,1000
27,52,13,300
33,58,15,2500
42,28,16,4000
31,49,16,3000
33,40,13,2000
33,40,16,3000
32,40,16,2500
13,36,6,1100
35,35,16,5000
33,38,10,4000
53,37,16,3500
42,59,16,2493
27,32,16,1500
42,40,13,3500
32,27,15,2000
33,59,12,1100
51,47,16,2500
42,35,12,2000
41,32,16,3000
25,54,6,700
33,27,15,10000
21,25,12,1500
53,50,12,2500
22,46,12,1729
11,46,16,4000
43,35,12,2000
24,49,12,2300
32,35,12,5500
15,31,12,1600
42,32,15,2500
15,27,15,650
53,40,12,1500
31,30,12,4000
50,58,12,2400
32,44,12,600
11,28,14,2000
33,43,12,2200
13,34,12,2000
21,31,12,700
25,35,16,2000
23,44,16,7500
12,38,16,1800
15,26,12,1500
13,29,12,1800
28,32,16,1850
29,29,12,1500
13,40,12,1340
35,34,12,3000
41,31,13,1200
31,37,12,2500
11,33,12,1500
43,41,12,1600
35,25,12,2000
13,48,12,1100
35,25,15,1100
43,38,12,1710
23,54,12,3000
16,45,16,2000
13,44,12,1900
14,49,12,1800
33,36,16,7000
12,37,16,2400
12,29,14,1500
28,48,16,5600
35,50,12,2500
31,52,16,10000
13,39,15,4500
31,25,16,3000
14,29,16,3000
25,34,16,4000
11,38,12,1500
51,32,12,2000
33,59,13,7100
12,38,15,2100
13,37,12,2200
13,37,16,5000
29,58,12,1100
33,42,12,3100
51,50,12,2000
33,28,16,4600
24,25,15,1420
15,25,16,930
35,38,14,1800
31,39,12,1700
35,33,16,9700
13,34,12,2000
28,39,12,7000
13,32,13,2000
31,44,16,8500
23,37,12,1500
41,34,12,2400
52,36,16,1500
32,28,16,15000
33,40,12,3500
21,47,12,1600
21,55,12,3000
33,32,12,2200
21,38,12,2000
35,52,12,1800
41,54,16,5500
33,34,13,2500
33,35,15,2200
35,54,16,6200
32,26,16,1060
33,35,13,1000
13,38,12,1500
43,26,16,2440
27,43,16,3500
21,39,12,1600
43,27,16,2000
32,42,16,7000
35,50,16,5000
14,30,12,400
41,29,12,1700
22,43,12,1500
35,44,12,2000
43,59,12,2500
33,52,12,5200
35,40,12,4000
33,32,12,2000
53,53,12,6000
21,59,12,2000
50,35,12,3000
21,56,12,1200
35,28,12,1400
35,53,12,2200
12,47,12,3000
21,42,12,5000
23,36,12,1100
23,36,16,3800
22,34,14,3700
26,29,13,1500
35,38,12,2000
16,29,14,1000
31,51,12,11000
26,48,15,5000
35,45,12,5000
31,37,16,5000
31,47,12,2200
29,57,12,6000
35,34,12,8000
25,48,12,2000
14,38,12,1000
21,32,12,2500
32,26,15,1800
21,32,13,2500
43,26,16,8500
33,30,15,400
42,28,16,4000
12,38,12,1500
50,37,16,2000
29,49,16,2000
26,51,12,1800
23,52,16,4000
22,35,12,1100
23,50,13,3500
33,36,12,1300
53,56,16,5000
35,30,12,32000
23,40,12,1100
51,38,15,2200
33,34,14,4000
29,46,12,1600
50,33,13,3000
27,52,12,1600
21,47,12,1100
27,33,12,1000
31,31,16,1800
23,50,12,3000
13,53,16,5900
35,36,12,4000
21,53,12,1800
35,31,12,1400
13,30,14,4000
26,58,12,1500
29,49,12,1200
31,30,16,1300
33,43,12,2200
26,53,12,4000
23,28,13,3000
17,31,16,2000
52,26,15,1130
52,57,16,6000
35,39,12,1100
53,47,12,3000
25,29,12,1100
26,31,12,1300
52,51,12,500
41,46,12,5000
52,42,15,6500
33,41,13,3000
51,33,12,1400
28,59,14,15000
16,48,12,2750
13,40,12,3300
43,29,13,900
29,46,12,600
15,31,12,3500
27,38,14,8000
15,33,12,3250
16,35,16,1300
31,50,15,7000
53,36,12,1800
35,42,12,1500
14,38,13,1600
50,57,12,1000
31,58,12,5000
35,43,12,800
22,59,12,7000
42,53,12,1800
23,46,12,2000
50,28,16,500
33,29,16,1500
29,51,15,6000
21,46,12,1100
16,49,12,800
33,40,13,3800
33,47,12,5500
12,32,12,2000
29,37,13,8000
32,38,16,4000
31,33,16,10000
13,34,16,2300
33,41,12,4000
27,28,12,1100
35,31,16,2000
32,26,13,1300
33,55,16,3000
28,38,12,2000
51,30,12,2200
53,55,12,2000
29,32,13,2500
33,39,16,10000
15,47,12,1500
15,48,12,1200
53,36,12,2000
13,54,12,2200
24,32,12,2000
33,30,15,1260
29,39,12,1500
28,36,16,13000
33,42,13,3000
27,55,12,1100
13,36,12,2600
53,25,15,800
13,46,12,2000
13,46,13,2000
33,28,15,2000
13,57,12,4500
52,25,15,1100
29,42,13,2500
43,56,14,5000
33,54,15,10000
41,36,12,1400
33,55,16,5000
33,57,16,15000
53,27,16,1100
31,40,16,2500
31,26,15,500
35,30,16,4500
27,35,12,2000
41,39,16,4000
22,46,12,1100
31,34,14,2000
27,49,12,1100
42,49,12,3000
33,45,12,2300
53,40,12,3000
13,51,12,1100
33,54,16,2500
28,47,16,8000
21,50,12,4500
23,28,16,2500
13,43,15,6000
33,32,12,2200
13,44,12,2000
26,46,12,1500
32,46,12,6500
32,40,16,2500
15,54,16,3500
23,41,12,2000
25,52,12,1900
25,49,16,1800
41,36,16,3000
12,45,16,3000
33,54,12,1400
52,27,16,2000
41,36,12,6000
28,38,16,4000
50,33,12,1300
12,55,12,4500
27,25,15,400
14,35,15,1100
22,53,12,200
15,57,16,25000
26,41,12,2200
31,39,12,4200
53,32,12,2100
53,32,12,1800
41,52,15,6500
35,39,12,1500
33,35,16,6000
33,28,16,1600
12,39,12,3500
33,50,16,6000
21,52,12,1600
21,50,12,200
32,41,12,2000
13,35,16,7000
11,41,12,1200
29,29,16,1100
33,26,16,1500
13,30,12,1600
43,37,16,6800
31,31,13,3300
35,27,15,2500
35,27,12,1900
33,27,12,1600
33,33,12,2500
33,26,16,500
33,59,12,2500
13,27,12,1100
23,40,16,1500
11,59,12,3800
43,42,14,3800
33,57,13,5000
53,40,12,5000
42,34,16,2300
33,47,13,3300
35,52,15,9000
33,37,12,2800
32,33,12,2800
35,36,12,2000
41,50,16,10000
33,38,16,2500
13,38,13,2500
15,34,12,2800
43,57,13,7000
41,32,15,3000
35,42,15,4000
31,34,13,3000
26,31,12,3000
33,32,12,1100
41,46,12,3500
33,43,12,2600
35,33,12,1700
33,35,12,5000
33,30,12,2000
41,49,16,3000
13,27,16,6000
13,25,12,1100
51,41,12,2000
35,53,12,2000
31,37,12,1900
41,40,12,1800
42,54,14,1678
14,29,12,500
53,27,12,1800
33,52,12,5000
51,34,16,1800
42,42,16,11000
33,54,12,1650
21,26,16,1000
42,41,12,3000
43,39,12,2800
41,32,12,3200
28,39,16,13000
35,48,14,3000
53,26,16,1800
50,25,12,800
29,32,15,2000
41,45,13,99
51,43,12,1500
11,28,12,1200
35,45,13,3000
28,50,12,2000
50,38,16,3000
33,58,12,1100
12,26,15,600
43,46,12,3000
29,41,16,1100
41,25,16,1100
17,30,14,2900
42,26,15,1000
43,43,16,1200
21,40,12,2000
42,29,14,3000
31,42,16,8000
35,43,16,5000
32,41,16,4000
43,58,16,7000
42,34,13,2200
41,49,12,2500
12,27,12,1100
17,26,12,1600
31,32,16,1100
13,45,12,2750
33,46,12,2000
33,42,12,3400
16,39,16,2000
28,35,12,2000
26,29,12,1100
41,45,12,15000
41,31,13,3000
42,40,16,5000
11,48,12,1500
35,37,16,4500
13,58,12,1000
43,27,16,1400
13,46,16,1600
33,40,12,3000
32,31,14,1100
13,56,12,8000
35,35,15,1600
41,25,16,2000
15,51,13,4000
35,27,16,6000
23,37,12,4000
41,39,12,2500
50,39,12,4500
41,55,12,1500
23,50,12,600
23,40,12,1600
22,38,16,1200
50,54,12,3000
53,34,12,2500
13,46,12,1800
43,44,14,2000
13,25,12,1500
26,25,15,800
13,53,12,2600
31,30,16,3785
27,40,12,2200
33,54,12,1000
12,46,16,11000
43,46,12,3000
53,53,16,12000
23,36,12,1500
43,25,14,1100
33,25,15,3500
43,50,12,3000
50,57,12,1000
50,28,16,3000
35,52,12,3500
41,54,12,2000
33,26,14,1200
21,50,14,4000
43,25,12,2000
11,32,15,5000
13,56,16,6200
15,42,12,1200
32,48,12,2800
22,57,12,2500
15,36,12,2054
13,53,5,3000
13,58,12,1600
35,57,16,7500
13,36,12,5000
13,34,13,1100
32,57,16,13000
16,36,16,3000
13,34,16,5000
12,58,6,1100
13,48,12,7000
22,27,12,1800
12,25,16,10000
13,52,16,9000
32,55,12,2300
13,43,14,3450
13,46,16,3200
13,40,12,1650
50,39,12,2500
13,44,16,3000
35,59,12,1300
50,25,16,3500
21,47,12,4600
14,27,16,2000
15,41,12,1800
50,41,12,20000
13,48,16,9700
21,32,12,3000
33,29,13,2200
35,38,13,3000
35,34,16,6000
31,59,5,1500
28,44,12,2600
33,39,16,2500
11,45,16,6000
35,56,9,3700
52,29,10,5000
50,36,8,2200
50,50,7,2900
35,52,9,6000
33,40,10,2700
33,45,16,15000
35,52,5,2000
25,32,12,1400
31,53,16,13000
53,31,16,2000
23,48,16,4000
23,58,9,2400
41,33,16,5000
32,27,16,2000
23,39,16,4000
32,35,12,3200
33,59,13,2500
29,50,16,10000
11,50,12,2400
24,40,16,4950
31,50,9,3800
23,29,9,2300
33,33,13,2500
27,58,10,4500
33,38,16,2100
41,43,13,6000
35,55,8,3000
33,47,12,3200
33,56,16,5000
31,33,14,2200
35,32,12,6000
35,40,16,1500
31,43,12,3000
41,28,12,2000
35,56,12,2800
35,46,12,4000
26,29,12,1800
27,28,13,1300
42,26,16,9000
27,43,12,2500
35,59,9,1040
41,37,12,2000
13,35,16,2100
13,42,12,4000
29,54,16,3000
42,45,13,10000
42,47,9,4000
13,31,16,2000
35,51,9,3000
12,42,12,3500
41,58,16,4400
53,47,9,4000
26,56,12,1300
35,30,16,2800
35,50,12,2400
15,35,12,2000
13,35,12,2100
33,41,12,3000
13,43,6,1100
43,28,12,1100
33,35,15,6500
13,31,12,1300
13,27,12,1100
13,27,12,1100
11,51,12,3000
13,50,12,1100
12,43,12,4000
13,32,16,5000
13,45,12,2000
29,57,15,6000
13,39,12,1630
52,59,12,2800
13,40,16,1750
13,55,12,1800
13,26,14,1500
41,37,12,4000
52,55,12,2800
13,35,12,2000
13,47,12,1100
22,38,12,1100
14,44,12,1800
13,32,12,1200
13,38,12,2500
17,45,12,4000
13,46,12,1850
35,40,12,4000
12,53,16,4000
13,44,12,2000
13,39,16,3500
23,25,15,500
53,38,12,2400
13,56,16,3000
53,56,12,10000
23,35,16,1100
