UF,idade,anosest,rendtrabprinc
15,58,10,500
15,47,13,2000
29,51,10,300
26,55,12,1400
33,56,5,1500
22,44,12,750
12,44,5,1400
35,46,9,700
22,50,7,700
52,30,12,500
35,32,9,700
13,54,9,200
50,43,12,1800
41,39,6,1000
12,33,16,8000
43,57,16,400
11,53,6,1100
22,30,12,200
31,53,6,1200
41,56,5,1000
15,58,11,1100
35,33,12,1450
53,57,9,1100
52,47,12,1500
13,50,12,1100
21,54,9,2500
52,59,12,1800
29,58,12,600
31,32,12,800
16,48,6,600
51,47,12,900
51,35,12,500
50,46,11,150
35,56,12,1000
17,51,1,1100
51,56,12,1500
35,57,12,300
11,55,12,300
13,51,0,400
15,36,12,600
27,36,12,1000
53,58,6,1000
53,42,12,2000
35,53,15,1685
26,36,12,70
43,49,12,700
31,47,11,2000
53,53,12,1000
52,49,9,900
50,57,12,400
50,35,13,1200
15,36,12,150
13,40,15,1100
27,36,2,1100
16,40,12,600
29,58,12,200
52,52,8,2500
32,49,16,2000
29,47,11,1050
35,41,16,1000
50,35,12,1200
35,49,15,750
24,32,16,1600
24,27,12,1500
43,33,15,5200
13,26,12,1100
26,30,12,1100
13,37,16,1400
33,26,12,1300
35,32,12,1600
13,25,13,1750
11,29,16,1200
22,48,10,1500
23,52,12,2000
13,43,12,1100
31,44,12,2200
13,55,12,1410
27,34,9,500
35,56,12,2000
41,41,12,1800
33,38,16,5047
13,25,12,1945
31,39,12,2500
27,51,12,4500
13,27,15,1200
41,45,16,7500
16,44,11,1200
50,25,12,1400
43,37,12,1450
13,50,12,1600
29,27,12,800
41,27,16,5000
13,38,16,3500
13,37,16,2000
13,43,12,2500
41,37,8,1800
13,39,14,2500
41,30,12,2000
13,42,12,1500
35,40,8,1750
31,31,16,1800
31,33,16,2300
35,52,12,2500
41,44,16,4000
43,48,16,5000
13,34,13,2200
13,53,12,1900
13,38,16,1100
43,46,14,2000
41,39,12,3200
25,29,13,1200
24,30,12,1165
31,27,12,2000
11,46,16,2500
35,49,8,4000
53,55,8,3000
24,25,14,1800
13,42,16,13200
23,40,12,1100
43,53,16,20000
13,28,12,1100
15,27,9,2000
29,36,9,2200
32,36,16,2474
16,41,5,1200
31,56,6,1555
51,52,16,2000
41,32,8,2000
13,36,12,1100
51,39,12,2000
15,30,9,1000
52,33,12,1600
14,36,12,1100
32,49,12,2000
43,46,6,2900
33,50,9,1300
13,41,12,2500
41,36,12,1500
41,42,13,2000
13,35,15,1700
41,30,12,1500
11,54,11,1100
41,37,16,6000
35,41,16,2000
35,36,12,1100
11,34,12,1100
41,32,14,2000
13,25,15,1100
16,34,6,2000
21,44,5,1700
41,41,16,2000
31,29,12,1400
31,25,12,1350
35,46,1,2300
35,58,7,2200
13,35,12,1400
22,28,12,1500
41,58,10,2000
13,32,8,250
21,59,12,1500
35,57,16,2400
51,44,16,4000
35,36,12,1500
33,50,9,1100
52,30,12,2300
15,43,12,1600
15,25,11,1500
29,43,12,1100
29,40,12,2000
41,34,12,1100
23,47,5,500
13,33,12,2200
13,29,12,1800
35,27,16,3500
43,38,12,1989
16,31,10,1500
13,33,12,1700
35,29,12,1800
13,28,13,2051
12,55,12,3000
31,35,12,1000
29,47,10,1400
13,45,5,600
16,57,0,2000
14,44,5,5000
16,44,12,2000
13,37,12,1600
35,28,9,1700
26,28,9,1100
31,40,9,2000
23,41,6,1200
52,36,9,1000
23,53,7,1500
14,55,12,2000
25,49,12,1267
43,35,12,2300
35,42,9,3200
29,45,11,1200
26,47,12,2000
52,45,10,2200
13,49,12,1100
27,45,12,2000
51,50,9,1100
32,30,12,2000
35,43,12,2000
35,43,4,2000
13,36,12,1490
31,48,12,1400
22,39,0,500
31,58,8,200
35,38,12,5000
31,42,12,1000
13,28,12,1300
35,52,12,1600
12,37,12,1100
41,45,12,2200
35,36,12,15000
13,31,12,1100
13,47,8,1100
41,31,8,1150
35,47,6,1100
12,51,5,2000
35,50,12,2000
35,28,8,1900
13,45,7,850
13,32,12,6500
31,46,9,1100
22,48,13,3500
29,50,8,1500
52,57,6,1500
13,28,9,1700
50,50,6,1100
33,56,9,1100
13,30,12,1300
52,49,12,1100
51,28,12,800
13,43,12,1500
35,52,5,1300
35,31,12,2000
23,42,5,800
24,48,6,1100
52,47,7,1500
53,29,12,1307
52,41,11,1192
23,32,9,1100
35,35,12,1750
23,47,12,1400
11,30,12,100
26,48,4,1200
23,49,8,800
31,55,5,1200
23,40,10,1100
35,54,6,2000
24,40,12,1600
25,51,12,1000
24,26,12,1100
52,50,12,1100
52,54,12,1800
13,38,6,1100
52,54,12,700
35,26,12,1800
35,51,13,1600
23,58,12,4000
35,51,0,2500
35,52,0,1200
50,57,9,1300
35,35,12,1785
23,26,12,800
52,43,16,1600
35,47,6,1700
35,49,12,650
13,44,6,1100
23,39,12,2000
24,51,10,1100
25,37,12,1200
52,47,9,1100
52,27,11,1500
35,32,12,2000
25,45,12,1400
23,43,12,1200
24,27,12,1100
23,46,9,1100
52,58,2,1100
15,56,11,300
23,40,6,1200
52,39,12,300
35,52,12,2000
23,26,11,1100
23,37,12,1100
52,45,7,3000
23,38,0,800
42,49,16,5000
23,58,5,1200
26,48,10,1200
23,49,12,1100
33,45,12,100
23,34,6,1100
23,50,12,1100
23,54,9,1400
23,46,12,2000
23,44,12,150
23,49,0,500
24,40,12,1100
52,57,7,1500
52,52,12,1400
23,56,9,300
24,39,12,1400
52,25,12,1200
23,44,12,1500
52,43,10,1200
15,28,11,1600
23,48,12,1100
31,50,13,2800
14,49,12,1500
52,39,12,1200
52,56,5,500
31,27,14,1100
27,48,9,1500
13,41,12,700
23,48,12,1100
25,27,12,1100
23,47,12,1218
23,32,6,1500
23,53,11,1400
24,29,12,1100
35,46,12,3000
41,41,12,2000
22,38,9,1500
35,41,12,1200
31,44,11,1100
41,54,5,1500
52,32,12,1100
35,55,12,1100
51,57,3,1100
35,40,13,200
23,53,10,800
23,51,6,400
51,44,9,1300
52,39,11,1200
52,52,6,1500
35,30,12,2000
35,27,12,1800
23,49,12,1100
35,32,12,2000
33,47,12,1100
23,53,12,1300
13,49,8,1100
52,52,12,1400
35,29,12,1500
35,53,9,1600
23,37,12,1500
35,40,12,1750
42,53,10,3000
23,30,6,1100
23,44,9,1100
52,35,12,1100
23,36,12,600
35,57,9,1200
35,34,12,600
35,34,11,1200
35,39,5,1100
53,44,12,1500
28,32,12,1100
23,58,12,600
52,47,7,3000
22,56,8,1200
52,39,8,2000
42,51,12,2300
23,46,12,1100
24,47,10,1552
52,28,12,1100
12,36,12,1100
52,36,12,1000
24,27,9,1100
35,27,12,2000
29,35,12,1100
23,47,9,900
41,50,12,2000
52,42,12,1700
43,28,15,1100
52,45,12,1200
52,40,11,1500
52,46,7,1100
52,44,8,1500
50,29,13,2200
52,34,12,1500
35,54,10,270
23,55,8,2200
52,35,12,1100
27,53,8,300
51,33,8,1300
27,42,16,500
23,36,12,1200
23,51,16,5000
22,51,7,1100
35,30,12,1300
52,49,5,1200
23,57,9,180
23,35,9,1100
31,31,12,800
52,48,12,1000
23,46,12,400
52,26,12,1500
33,57,11,1300
15,52,12,2000
33,32,10,1500
31,26,16,1400
51,55,9,1650
33,31,12,1200
28,26,9,1100
51,30,12,2000
33,25,12,1200
27,32,12,1781
50,39,13,1100
31,52,9,1300
29,45,12,1100
23,30,16,1100
13,37,16,1100
35,42,0,1400
15,28,9,1700
33,49,12,1500
50,30,13,2000
52,28,12,1200
25,28,11,1200
53,40,9,1500
50,39,9,1100
51,54,12,2900
21,30,12,1100
31,31,10,1100
12,25,9,1100
12,45,16,1100
25,51,0,1100
41,43,5,1100
13,34,12,1100
25,28,12,1350
35,43,6,1500
16,27,6,1100
23,53,9,2500
51,34,12,1100
22,40,12,2500
17,26,12,2500
15,58,12,1390
26,49,13,2500
23,40,16,1500
50,57,4,1300
11,30,9,1200
41,39,10,1800
50,29,10,1169
35,50,12,2800
28,35,12,1600
29,25,8,1100
33,38,12,1200
12,37,12,2000
51,47,11,2000
31,32,11,1500
41,52,9,3500
26,46,12,2200
31,49,12,1300
13,25,12,1100
23,43,12,1100
14,33,15,1100
22,34,12,2000
21,55,9,1600
33,49,12,5000
42,38,5,2000
13,38,12,1100
50,28,15,3000
41,56,14,5500
51,58,9,2500
13,31,12,1100
13,32,12,1470
13,36,15,1100
43,53,9,1800
13,33,12,1100
27,26,11,1000
13,39,12,2500
12,35,12,4000
13,32,16,1400
13,30,12,1100
13,27,16,1300
13,30,16,1100
13,53,12,3000
13,25,12,1100
13,44,12,1700
13,48,12,1600
16,26,12,1100
35,31,12,1500
41,51,13,1500
13,29,12,1100
41,54,12,2000
33,52,9,2000
13,38,12,1100
13,36,15,2400
13,37,12,1100
27,42,8,2200
41,31,15,3500
25,46,5,1100
13,45,12,1400
13,32,12,1300
13,31,9,1100
23,35,9,1700
33,57,9,1100
22,37,9,1500
31,40,12,2500
13,55,9,1100
13,59,16,14000
53,42,12,1830
27,51,12,1100
13,32,12,1100
23,49,11,1800
13,30,12,1600
13,39,12,1500
35,29,12,500
13,28,12,1300
23,34,12,1100
16,41,12,1100
52,33,3,1100
13,39,16,2100
23,31,9,1500
13,38,12,2000
24,49,12,480
13,40,12,1300
14,41,12,1700
13,33,12,1800
13,25,16,2200
43,56,12,2500
13,36,12,3000
31,29,12,1800
31,50,9,1600
41,43,9,5000
27,50,11,700
13,33,12,1200
53,51,1,3500
42,25,11,1500
12,41,13,2000
13,35,12,1100
31,31,12,1500
35,26,12,1000
26,33,12,1500
13,31,16,1500
31,55,9,2000
13,33,12,1850
15,41,9,700
52,41,6,2000
13,30,12,2500
13,39,12,1100
35,27,12,4000
35,35,8,2000
41,28,11,1800
33,40,12,1500
14,33,12,1800
13,26,12,1100
35,36,16,5000
13,25,12,1100
13,43,12,1400
35,47,9,1600
13,39,12,2000
13,42,12,1350
32,36,11,1200
35,49,16,15000
53,25,10,1800
31,34,6,1445
50,29,14,1100
12,32,9,1100
13,27,14,1600
35,42,12,500
13,40,12,1500
42,51,13,1400
35,32,16,4000
41,58,3,2000
43,33,12,2000
51,38,12,1100
13,36,12,1300
13,29,12,1700
35,49,10,1600
41,27,9,1300
41,28,12,1800
23,29,7,1200
52,27,13,2700
52,50,12,1600
31,47,12,2600
51,26,9,1455
53,49,12,1600
35,48,12,1500
29,41,12,2600
29,34,12,3500
53,48,16,15000
43,58,12,1500
13,48,1,2000
13,35,12,3000
13,37,12,1100
53,41,15,1200
15,45,16,1500
14,44,12,1500
11,52,16,3000
35,42,12,1500
14,30,12,2400
35,27,12,3000
11,36,12,3300
25,33,12,2000
33,52,12,1500
52,26,10,1700
11,38,12,1600
25,27,12,300
35,53,12,1300
28,33,12,1000
14,56,10,2000
16,35,16,1800
31,41,12,2800
50,42,12,1400
23,26,11,1500
33,31,12,2000
15,56,12,2400
11,32,9,2800
11,38,12,2000
14,44,12,600
17,34,12,2500
35,47,14,3500
33,55,16,3000
28,33,8,1200
52,48,16,1600
25,28,12,1600
16,43,12,1200
15,47,12,4500
52,58,7,1600
12,45,12,1600
15,50,9,2000
12,45,12,1300
24,28,11,1800
13,31,13,1500
52,43,12,3000
33,42,14,2200
13,34,16,1500
14,33,12,3000
28,52,11,1650
21,33,12,1600
12,35,0,1100
16,50,12,800
13,51,12,1600
13,30,12,2200
53,50,12,1490
29,25,14,1200
13,35,12,4000
27,40,12,1800
53,48,12,1100
50,44,12,2000
13,51,12,2800
13,46,9,400
53,53,5,2500
51,43,12,1145
11,32,16,4000
11,32,9,1500
14,41,8,1500
22,44,12,1200
53,42,14,3000
16,26,15,1500
33,25,12,1100
22,44,13,2000
15,37,12,1100
51,41,16,2000
11,47,15,2500
12,26,15,1200
27,37,12,800
33,40,12,4000
50,27,12,2000
52,38,12,2000
12,47,12,800
13,28,12,1100
12,53,5,1800
13,29,12,1100
11,38,12,2000
13,47,12,1500
52,25,14,1100
51,45,12,1500
29,34,9,1600
29,50,12,1100
53,35,16,2800
13,35,4,1800
35,41,9,1100
12,33,12,680
23,27,12,2000
33,59,11,900
12,43,14,800
35,40,9,1500
14,33,12,1100
27,35,12,1100
29,39,12,3000
23,45,12,2500
12,31,9,2500
51,53,7,2000
33,40,10,1500
26,29,16,800
15,33,12,1800
13,48,12,2800
33,53,12,1100
13,25,12,1100
13,41,12,1300
15,52,12,1100
27,42,14,2000
31,27,11,8000
27,27,12,1500
15,46,12,1300
35,31,12,3500
26,36,12,1500
12,59,12,6200
12,31,14,1500
13,39,12,4000
13,45,12,1100
27,58,9,600
35,36,12,1000
13,56,10,1300
42,38,13,1600
13,41,12,2000
12,34,11,1100
17,57,12,2000
53,25,12,1500
29,56,12,1600
13,30,12,1100
13,26,12,1200
12,56,13,2200
13,41,13,3000
16,46,10,1000
15,55,12,2000
33,39,13,1700
17,34,16,3000
32,44,12,5000
33,49,12,3000
21,34,12,750
21,42,12,1100
21,28,9,1100
14,51,12,6000
31,36,12,1500
13,31,1,1100
21,35,10,900
13,31,12,1200
33,41,9,1200
16,30,16,1200
15,44,12,1100
35,56,12,2800
43,28,16,2000
13,41,12,900
43,28,16,6000
15,26,6,1100
25,40,12,1100
43,42,6,2800
33,53,12,1400
23,58,12,1600
35,55,13,1500
11,46,14,1500
33,49,12,1600
16,31,12,900
22,41,12,350
15,52,16,1500
14,29,12,1500
14,28,13,2200
16,53,9,2000
13,44,12,400
29,29,12,450
33,28,4,2000
21,36,12,2000
16,29,16,2500
12,27,5,300
53,36,8,1400
16,39,16,2000
15,37,12,1800
13,26,12,1100
53,43,7,2000
15,53,12,1500
16,31,12,1200
12,33,11,1600
15,28,12,800
22,43,12,1500
13,36,12,1100
35,39,12,6000
15,30,12,1100
50,43,13,2000
14,38,9,1300
42,28,11,1800
51,28,12,2000
33,56,16,1800
21,33,12,1100
31,26,9,600
31,36,12,1800
27,28,11,1500
13,29,10,800
11,41,9,1200
11,43,12,3500
16,43,10,1200
13,46,12,1100
23,45,12,1100
33,47,14,1600
11,42,12,1500
33,42,12,16000
13,40,12,600
28,38,12,1800
15,53,9,1100
35,37,12,3000
35,41,8,2000
23,26,12,200
24,42,12,1500
13,28,15,2200
14,28,12,800
13,43,12,1200
28,52,10,1100
23,31,9,1500
29,31,16,3000
29,43,12,1100
26,36,12,3000
33,39,12,1100
14,29,12,1400
52,37,12,1192
27,45,5,1150
33,38,12,1500
21,36,12,2200
28,42,12,500
24,57,12,2200
29,43,12,1000
27,28,12,600
21,57,12,400
52,53,9,2000
52,42,12,2000
27,47,9,1100
13,39,16,2500
16,42,9,1200
12,25,12,1500
52,26,12,1200
31,48,12,2400
11,39,12,1080
21,40,1,1100
13,58,12,900
16,46,16,2500
33,50,12,800
35,45,6,2000
33,34,12,1100
33,51,12,1100
12,48,8,2500
13,35,12,800
53,33,9,6000
42,36,0,3000
53,41,12,1300
22,45,8,2000
24,26,10,500
33,34,12,1500
33,52,0,1500
33,48,12,900
31,58,12,4000
15,29,12,2000
53,34,11,1200
13,58,12,1100
23,38,14,3000
50,47,12,1500
11,48,12,2200
31,47,12,1100
26,43,12,1100
50,53,16,2700
27,53,12,1100
17,57,12,1600
23,40,8,1200
51,46,10,1300
43,49,12,2800
52,40,12,4000
28,42,9,600
50,27,9,1600
13,26,12,1500
13,45,12,2000
52,51,14,2800
33,54,16,2500
22,30,12,3000
53,27,14,2500
35,44,14,2250
12,43,12,1150
21,38,9,1400
33,31,12,1100
12,46,12,1100
13,34,12,1100
41,46,16,3500
27,51,12,1100
50,44,12,1100
13,38,12,1500
53,35,10,2000
26,33,12,3000
14,43,16,1500
33,36,16,2500
12,46,16,3000
31,42,12,1000
23,30,10,1000
25,31,12,1100
53,47,16,2000
27,43,12,1500
13,26,15,2500
21,45,16,300
42,53,13,1500
51,27,16,3000
23,34,12,1200
33,27,15,3500
29,26,12,2000
25,48,12,1000
17,25,12,3500
33,59,12,6000
29,43,12,700
41,41,12,2500
32,35,15,1500
31,28,10,1300
31,38,12,2500
16,33,12,1500
21,59,9,3300
21,32,12,1500
11,43,12,1500
22,28,12,2200
15,27,9,1500
21,30,16,1500
15,59,12,1100
26,54,12,3000
41,51,10,2000
53,42,12,2000
27,40,14,1400
13,44,12,1000
43,39,9,1300
35,50,12,2000
31,52,16,1200
23,48,12,1100
32,52,12,1200
22,48,6,1100
22,33,12,800
53,36,9,2500
26,33,16,1300
16,25,16,1045
16,55,12,1100
35,55,12,1100
13,43,12,2000
25,44,9,1100
14,48,11,1800
43,27,13,5000
53,44,12,1500
21,27,15,5000
16,46,12,1700
26,47,12,1100
13,42,12,1000
33,34,9,1250
33,43,12,1500
13,29,12,1500
13,30,12,1200
12,43,12,900
21,26,14,1100
14,47,12,1500
53,38,16,2000
23,50,12,2200
12,56,12,1000
27,25,16,1100
42,58,12,5000
27,40,4,1100
25,42,9,1100
53,29,12,1790
16,58,12,4900
26,30,12,800
23,34,12,1500
21,31,12,950
22,47,6,1400
26,34,12,1000
32,55,12,1400
12,44,8,600
23,34,12,1650
31,31,12,1500
33,58,12,2500
33,50,2,1500
21,34,12,120
31,46,6,2500
53,55,16,15000
12,33,13,1100
31,52,8,3500
21,25,12,1500
31,39,16,5000
16,46,8,2500
23,40,12,2000
33,56,16,4000
33,58,13,1100
22,29,16,3000
24,48,12,1100
23,25,12,1500
16,36,12,2000
21,47,12,1300
52,29,14,3000
27,51,12,800
23,39,9,100
26,38,14,2200
52,27,11,2500
24,50,10,1100
31,46,12,2500
33,46,13,2000
22,45,12,1600
33,43,8,2000
24,33,12,1100
22,41,15,3500
16,29,12,1600
25,44,12,2500
51,52,13,1400
25,35,5,2500
29,45,12,3000
29,28,6,1800
31,40,12,2000
25,36,12,3500
12,43,12,800
35,39,12,1000
42,50,16,5800
31,42,12,1200
23,29,9,800
22,30,12,2300
13,45,12,1100
26,36,11,800
27,45,9,900
26,39,12,1000
53,37,11,3000
15,45,9,3000
14,42,5,1200
13,28,12,1500
50,29,12,2300
31,51,8,1300
25,35,14,602
12,33,15,1500
52,38,6,1600
13,25,12,1000
42,51,12,5000
23,45,8,600
35,36,12,1400
12,42,12,1700
21,51,12,1100
41,33,12,2000
14,30,12,1300
53,38,5,600
23,29,7,150
35,26,12,3200
50,54,16,3000
23,57,12,3000
13,36,12,700
28,35,12,2000
31,29,12,1170
15,46,12,1200
15,49,12,800
35,26,11,6000
50,47,14,6000
33,44,12,2800
50,37,14,2000
14,26,12,1700
25,39,6,700
31,34,12,1200
23,57,8,1100
27,45,9,1100
26,31,11,1100
26,31,12,1500
14,31,12,1400
41,26,9,3000
33,50,12,2500
33,36,14,1500
35,30,12,2000
15,31,12,1000
29,38,12,1100
33,53,12,2500
53,37,12,1300
22,57,5,2800
35,34,12,2500
33,58,12,1000
23,40,12,1400
35,37,12,3000
31,27,12,2000
53,34,13,2500
13,58,12,2800
43,40,9,2000
14,47,16,1500
26,41,12,500
15,28,12,300
27,52,12,1100
35,34,16,4500
52,44,12,3000
15,40,9,1200
27,29,9,800
51,34,12,1100
12,32,12,1400
25,43,13,1100
50,29,12,2000
43,25,13,1200
32,38,12,1000
15,43,12,1100
23,27,9,1000
33,45,13,3000
33,36,12,3000
25,26,12,1100
26,36,14,1500
35,51,12,1100
52,38,12,1300
29,50,12,1100
50,37,12,4000
35,40,9,1500
12,38,12,1100
29,31,16,600
31,43,9,2600
33,47,12,1700
14,58,12,3500
23,44,12,850
33,35,12,1500
16,29,12,2800
21,49,12,1100
50,41,12,2350
33,28,9,1100
35,45,14,2000
29,57,12,3000
23,59,12,1100
27,32,12,1100
26,41,12,1100
27,42,2,1100
53,48,12,2000
29,35,12,1100
25,52,9,1000
27,48,10,1300
27,31,12,2500
35,43,12,1600
35,58,5,3500
15,38,9,1300
16,32,12,1700
25,26,15,1500
21,35,12,500
13,45,12,3000
31,57,12,3500
13,35,12,1200
33,59,12,2000
33,46,8,4500
13,34,1,1500
25,43,6,700
23,34,7,1500
21,35,12,400
23,40,6,1100
23,31,10,900
21,56,12,2000
24,33,11,1100
35,42,9,1200
12,26,12,1100
52,39,12,1100
27,26,12,1000
23,41,16,1100
41,44,12,2000
33,44,12,2000
25,28,13,1500
17,28,10,1600
26,49,12,2500
13,46,12,1300
50,50,12,3200
33,26,12,1000
13,51,6,600
33,52,12,2500
52,51,11,1900
13,30,13,1500
27,55,12,1600
13,29,10,1500
14,41,12,2090
41,27,12,3000
13,44,5,1100
13,28,12,500
25,29,12,1200
33,59,12,2500
51,41,12,3200
29,38,13,2000
15,48,12,1300
13,58,9,3000
29,28,5,2200
24,26,12,2000
31,40,9,1200
41,26,14,2500
28,57,12,2000
51,30,11,1500
15,34,12,2000
24,27,11,800
13,28,12,1100
31,38,12,700
33,47,6,3000
13,47,6,4500
12,25,12,800
43,54,16,3000
33,50,12,1000
13,42,12,1500
21,38,12,2000
25,54,12,2000
29,52,9,1100
51,34,12,2500
11,30,11,1500
31,56,12,1800
31,29,11,2000
26,49,12,1100
16,57,0,5000
15,47,12,2000
29,35,13,1100
35,45,12,700
28,52,12,2200
11,52,12,1250
13,26,12,1300
21,37,12,1100
31,26,10,1200
28,42,12,1100
29,26,12,1000
51,52,12,1800
35,30,12,600
33,32,12,1500
27,56,8,1100
33,26,16,600
50,26,12,3000
35,38,7,1300
35,38,12,2500
53,31,16,1300
27,26,12,2000
53,41,11,4500
11,57,6,6000
42,25,9,2500
31,46,12,3800
53,37,12,5000
29,55,12,1600
29,26,12,1100
16,36,13,1000
29,52,12,800
13,25,9,1100
14,52,12,1100
41,30,12,2100
16,34,12,1100
43,25,12,3000
33,26,12,2000
31,32,12,4000
31,51,12,2000
23,31,12,1500
23,40,12,2000
41,36,12,1800
28,42,14,800
33,36,12,1600
33,51,7,1100
13,32,16,1000
28,38,4,1100
12,33,16,2500
27,34,9,1500
29,49,8,2000
14,40,12,3000
53,33,13,500
33,48,12,1500
41,40,12,4000
33,54,10,1300
43,53,12,1600
43,41,12,3500
26,55,4,2500
27,46,12,1500
53,41,12,800
22,26,12,1100
29,36,12,1650
53,27,16,1500
41,25,6,2500
35,38,8,2200
35,46,10,1700
23,56,8,1200
27,45,12,1500
43,52,12,1000
53,48,12,1600
31,32,12,2000
35,50,13,3500
35,30,12,4500
53,37,15,2000
27,30,9,350
13,28,12,1500
27,58,8,1100
29,59,12,3000
53,36,12,1500
27,38,12,1500
32,34,12,1000
27,42,7,1200
41,32,12,1600
28,36,12,1100
16,31,15,1000
35,27,12,1300
33,34,12,1300
27,39,11,1100
29,46,13,1000
31,34,12,1000
53,41,12,1200
28,40,12,1600
31,34,10,1100
50,38,10,1600
41,57,12,5000
27,27,15,1100
23,31,12,2000
12,30,12,1300
29,34,12,1100
33,37,10,3000
11,33,13,3500
41,45,11,1100
50,58,14,2000
33,41,12,4000
27,39,9,900
32,45,12,1500
27,29,14,1200
13,56,12,1500
26,28,12,1100
35,45,7,400
27,44,8,1100
14,43,12,1500
22,39,6,600
31,50,16,2500
27,32,12,800
14,52,9,3000
33,45,12,2500
14,26,12,1100
52,25,16,2500
33,25,12,2500
27,51,5,1600
11,38,12,1100
29,33,6,1200
33,28,12,4000
29,44,12,1300
27,59,12,500
31,47,15,1800
29,45,16,3500
33,34,12,2000
13,52,16,1800
33,37,13,2200
52,58,11,1500
22,57,16,1000
12,28,12,1500
14,37,16,3000
50,55,7,2200
13,28,12,2800
31,31,12,4000
35,28,12,1400
27,32,1,1100
13,25,12,1100
25,42,5,900
33,51,12,3200
35,33,12,2000
50,25,10,700
31,48,5,2500
23,26,7,1400
31,39,12,1600
16,50,16,1600
25,31,9,1500
33,27,12,2800
41,32,8,2300
31,42,9,1100
14,45,11,2500
33,43,12,4500
23,50,7,1100
51,49,16,1000
13,32,12,1100
33,55,16,2200
25,38,12,1200
15,42,12,2500
33,59,12,600
33,39,12,2000
35,36,12,1600
33,43,16,4000
33,55,12,2500
33,58,12,2400
53,35,12,2000
52,45,12,1300
32,38,7,2000
29,27,12,800
33,53,1,2000
12,45,12,1100
31,39,16,2000
31,26,9,1700
31,38,16,1900
51,29,12,2000
29,45,12,1500
33,46,12,5000
33,59,12,3000
16,37,16,2000
27,43,12,2500
23,36,16,1900
41,59,12,2500
31,35,12,3500
53,43,12,600
33,53,12,1200
53,39,12,2200
33,42,12,3000
35,30,15,2000
32,48,12,2500
43,41,12,2500
21,26,12,1500
32,27,11,2500
13,42,9,2200
31,53,9,2000
33,56,12,900
50,31,12,2500
33,50,12,2200
33,54,16,1500
12,28,12,1500
31,59,3,1800
22,31,16,1100
53,29,12,5000
26,41,12,1200
52,56,12,4000
43,32,11,1600
31,57,12,4000
33,59,12,3000
12,33,13,1100
33,47,12,3000
13,30,10,1100
26,42,12,2000
33,58,12,3000
14,36,6,1500
28,56,12,1500
33,49,8,2200
28,56,12,1300
53,35,16,2000
33,46,12,2000
31,32,8,1100
15,32,9,1100
31,41,13,2000
43,35,12,5000
31,35,16,1200
43,38,11,1500
22,26,12,1100
27,43,12,2200
11,37,16,3100
26,31,12,1750
14,29,12,800
27,29,16,1500
25,40,8,1300
31,28,10,1100
33,28,14,2200
33,57,12,3500
35,44,12,2000
13,40,12,1500
33,42,12,1200
33,38,14,1500
35,34,12,1700
13,38,12,1800
25,30,12,3000
31,42,14,5000
23,27,11,2000
31,34,14,3000
53,51,12,3000
16,27,13,1100
11,29,12,1200
28,46,15,600
51,34,11,1600
33,54,12,4000
26,44,6,1000
14,37,16,3000
23,54,9,300
12,49,12,1100
50,40,12,2500
13,36,12,1100
32,29,12,1700
29,25,12,1100
31,33,12,1100
15,33,9,1100
11,40,12,2200
14,39,12,2500
14,30,12,1100
52,29,14,1600
33,28,12,1000
22,26,13,1100
31,27,9,1150
33,27,12,2500
29,43,9,1000
31,45,12,2000
33,57,9,1500
14,45,16,1800
11,36,12,2000
33,35,6,2000
24,57,9,1800
12,39,11,1800
16,47,12,1600
31,31,12,1600
12,35,12,1500
16,27,15,1500
24,36,16,1700
22,39,12,2200
31,49,9,1300
53,58,16,5000
52,48,12,1600
35,46,14,2250
41,59,12,2200
13,29,10,1100
31,51,16,2500
15,25,12,1600
33,34,14,1000
13,49,8,2500
33,39,14,9000
50,53,12,2500
33,34,9,2000
14,31,12,1200
33,53,5,1200
15,35,9,2000
15,32,11,600
16,58,12,2500
35,46,12,1200
23,53,6,1100
15,43,16,1800
35,38,14,1000
41,51,15,2300
33,29,12,1000
29,45,12,1400
35,38,12,1200
14,41,12,1500
31,50,12,1400
42,48,13,1200
41,41,12,1300
13,33,12,600
11,49,9,800
33,25,12,1500
43,29,10,2000
26,43,12,2100
13,28,12,4000
35,56,12,2000
53,40,16,6000
12,41,12,1100
27,37,9,900
33,49,12,1650
52,34,11,1300
42,27,9,4000
35,35,16,10000
15,52,12,3000
33,35,12,1100
33,31,11,1000
33,39,12,1500
21,37,10,900
22,32,16,1200
13,44,6,1100
28,27,13,1200
27,47,13,2200
28,53,11,1300
21,41,12,601
33,49,12,1500
35,50,16,4000
12,37,16,1100
33,32,12,1400
35,27,13,1600
52,55,16,2200
43,36,8,2500
33,42,9,3500
33,44,15,3000
15,28,12,1200
12,54,6,1900
33,37,13,2000
27,37,11,2300
35,55,16,5000
35,34,13,2000
41,41,12,1500
11,44,11,3001
11,35,12,1100
35,35,12,800
35,32,15,2500
27,46,12,2000
35,45,15,2000
52,34,12,1800
31,29,12,1500
33,29,4,1100
35,26,9,2000
27,29,14,1100
52,27,12,3000
42,36,16,13000
15,28,12,1100
15,49,5,2500
31,52,12,2000
50,28,12,2500
41,41,6,1700
13,37,12,2500
35,55,10,1200
13,50,7,600
27,37,0,1100
35,48,9,3000
53,40,7,1500
41,46,12,1700
50,50,13,2000
52,28,12,1900
25,31,11,1300
33,29,9,1700
12,37,10,1100
53,33,5,2500
33,32,5,1100
